0.01 0.000410000000000001
0.01 0.000269999999999999
0.01 0.000320000000000001
0.03 0.0012
0.05 0.002
0.05 0.0018
0.08 0.003
0.1	 0.00370000000000001
0.2	 0.0068
0.3	 0.00950000000000001
0.4	 0.0119
0.5	 0.0141
0.6	 0.0161
0.8	 0.0199
1	 0.0233
